id,carat,cut,price,color,clarity
A15274,1.01,Fair,3546,H,SI1
A15275,0.25,Very Good,633,F,VVS1
A15276,1,Fair,4032,G,VS2
A15277,1.52,Ideal,16055,F,VS1
A15278,0.32,Premium,645,G,VS1
A15279,0.54,Premium,1786,D,SI1
A15280,1.6,Ideal,12566,H,VS1
A15281,0.31,Ideal,1046,G,VVS1
A15282,1.36,Ideal,8989,H,SI1
A15283,1.1,Fair,4725,D,SI2
A15284,0.61,Premium,1547,F,SI1
A15285,1.05,Very Good,4969,H,VS1
A15286,0.31,Good,462,G,SI1
A15287,0.58,Ideal,1790,F,VS2
A15288,0.51,Ideal,1573,H,VS1
A15289,1.13,Ideal,5164,G,SI2
A15290,0.51,Very Good,1717,E,VS1
A15291,1.59,Premium,17552,E,VS1
A15292,0.3,Very Good,421,H,SI1
A15293,1.64,Premium,12670,F,SI1
A15294,0.71,Premium,3831,E,VVS1
A15295,0.32,Premium,702,E,VS2
A15296,0.83,Ideal,3125,E,SI2
A15297,0.32,Good,619,F,VVS2
A15298,0.9,Premium,3578,D,SI2
A15299,2.01,Premium,12541,J,VS2
A15300,1,Premium,4155,I,VS2
A15301,1.22,Premium,5997,H,SI1
A15302,1.02,Ideal,5426,H,VS2
A15303,1.54,Ideal,13110,G,VS2
A15304,0.3,Ideal,673,F,VS1
A15305,1.22,Ideal,6398,H,SI2
A15306,0.31,Premium,571,I,VVS1
A15307,0.27,Fair,371,E,VS1
A15308,1.73,Very Good,9292,I,SI2
A15309,1,Very Good,6743,G,VS2
A15310,2.02,Fair,16386,D,SI1
A15311,1.7,Very Good,12874,H,VS2
A15312,0.32,Very Good,672,E,SI1
A15313,1.89,Ideal,17553,H,VS1
A15314,0.32,Ideal,725,F,VS1
A15315,0.64,Ideal,3336,F,VVS2
A15316,1.01,Premium,3620,H,SI2
A15317,0.54,Ideal,1250,E,SI2
A15318,0.53,Ideal,1943,F,VVS2
A15319,2.38,Premium,10716,J,SI2
A15320,1.28,Ideal,3355,H,I1
A15321,0.41,Premium,899,G,VS1
A15322,0.43,Ideal,880,G,VS1
A15323,1,Very Good,4995,H,SI1
A15324,0.55,Good,1089,I,SI1
A15325,0.41,Very Good,683,H,SI1
A15326,1.32,Fair,12648,F,VVS1
A15327,2.05,Premium,15897,I,VS2
A15328,1.22,Ideal,6398,I,SI1
A15329,0.5,Good,1155,E,SI1
A15330,0.31,Ideal,802,F,VS2
A15331,1.51,Premium,11666,F,SI1
A15332,0.51,Ideal,1595,G,VS1
A15333,1.08,Ideal,4964,H,SI1
A15334,0.31,Premium,544,H,VS1
A15335,0.41,Good,957,E,VVS1
A15336,0.71,Premium,2711,E,VS2
A15337,0.7,Ideal,2287,I,SI1
A15338,0.44,Ideal,1294,D,VS1
A15339,0.62,Premium,3073,E,VVS1
A15340,0.25,Ideal,357,H,SI1
A15341,0.43,Premium,1131,E,VS1
A15342,0.83,Ideal,2565,H,SI2
A15343,0.3,Good,540,H,SI1
A15344,0.56,Very Good,1614,F,VS2
A15345,0.75,Ideal,2104,J,VS2
A15346,0.33,Premium,521,I,VS1
A15347,0.26,Ideal,768,F,IF
A15348,0.72,Good,2795,F,VS1
A15349,0.9,Good,3669,I,IF
A15350,1.5,Very Good,11352,D,SI1
A15351,1.01,Ideal,6416,F,VS2
A15352,0.33,Ideal,730,G,VVS2
A15353,1.2,Premium,8693,D,VS2
A15354,1.09,Premium,5186,D,SI2
A15355,1.5,Premium,9157,E,SI2
A15356,1.11,Very Good,6061,H,VS1
A15357,0.74,Very Good,3323,E,VS2
A15358,0.7,Premium,2264,J,IF
A15359,0.41,Ideal,1007,G,VVS2
A15360,1.01,Premium,4338,D,SI2
A15361,0.71,Ideal,2762,G,VS2
A15362,1.71,Ideal,17204,G,VS1
A15363,1.62,Very Good,9034,D,SI2
A15364,0.46,Good,1089,I,VVS1
A15365,2.03,Premium,12862,J,SI1
A15366,0.73,Very Good,3607,E,VS1
A15367,1.12,Premium,5181,G,SI1
A15368,0.76,Very Good,3394,G,VVS2
A15369,1.01,Ideal,4357,H,SI2
A15370,1,Very Good,7177,G,VVS2
A15371,0.71,Ideal,1840,G,SI2
A15372,1.02,Premium,5978,G,VS2
A15373,0.42,Ideal,992,H,VS2
A15374,0.3,Ideal,911,D,VS2
A15375,0.5,Very Good,1592,G,VS1
A15376,1.27,Ideal,5925,J,VS2
A15377,1,Good,7114,D,VS2
A15378,0.42,Ideal,1040,D,SI1
A15379,0.41,Very Good,813,G,VS2
A15380,1.54,Very Good,8808,G,SI2
A15381,0.4,Ideal,1754,D,VVS1
A15382,0.77,Good,2642,F,SI1
A15383,0.91,Good,3287,I,VS2
A15384,0.9,Very Good,4054,E,SI1
A15385,0.4,Very Good,737,F,SI1
A15386,1.05,Premium,4608,H,SI1
A15387,1.07,Premium,4319,F,SI2
A15388,0.32,Very Good,612,G,SI1
A15389,0.71,Very Good,4228,E,VVS1
A15390,0.9,Good,4165,E,SI1
A15391,0.41,Ideal,1115,F,VVS2
A15392,2.25,Premium,18034,H,SI2
A15393,0.31,Ideal,967,E,VS1
A15394,2.01,Ideal,12048,J,SI1
A15395,0.52,Good,1576,G,VS1
A15396,1.24,Premium,5208,I,SI1
A15397,0.52,Ideal,1878,G,VVS2
A15398,1.16,Premium,3644,D,I1
A15399,1.51,Very Good,7841,I,SI2
A15400,1,Ideal,4077,E,SI2
A15401,0.71,Very Good,2138,F,SI2
A15402,0.28,Premium,828,E,VVS1
A15403,0.91,Ideal,4022,I,VS1
A15404,1.21,Premium,5140,H,SI2
A15405,0.7,Premium,2394,I,VS1
A15406,0.73,Very Good,2623,I,VVS1
A15407,0.3,Ideal,731,F,VS1
A15408,1.08,Ideal,4675,G,SI2
A15409,0.33,Good,625,D,VS2
A15410,0.31,Ideal,489,H,VS2
A15411,0.41,Very Good,818,E,SI2
A15412,2,Very Good,12196,J,SI1
A15413,1.01,Good,5055,D,SI1
A15414,0.41,Premium,876,H,SI1
A15415,0.29,Good,617,E,VVS2
A15416,0.3,Good,565,G,VS1
A15417,0.78,Ideal,3105,I,VS1
A15418,0.72,Ideal,3489,F,VS1
A15419,0.73,Premium,2821,D,SI1
A15420,2,Premium,14208,I,SI2
A15421,0.24,Premium,668,E,VVS1
A15422,0.38,Ideal,866,E,VS2
A15423,0.9,Premium,4232,F,SI1
A15424,1.21,Premium,5096,J,VS2
A15425,0.52,Ideal,1588,F,VS1
A15426,0.26,Very Good,601,E,VS2
A15427,1.17,Ideal,4883,J,SI1
A15428,0.41,Ideal,637,J,VS2
A15429,0.72,Ideal,2297,G,SI2
A15430,0.54,Ideal,2039,D,VS1
A15431,0.27,Ideal,622,E,VVS1
A15432,0.34,Premium,645,F,VS2
A15433,1.21,Premium,6710,H,VS2
A15434,0.5,Premium,1024,H,SI2
A15435,0.91,Good,4113,D,SI1
A15436,0.7,Ideal,2839,E,VS2
A15437,0.73,Very Good,2768,D,SI1
A15438,0.31,Ideal,628,H,VS2
A15439,1.51,Premium,9177,I,SI1
A15440,0.32,Premium,967,E,IF
A15441,0.56,Ideal,1929,H,VVS1
A15442,2.3,Premium,11051,I,SI2
A15443,1,Ideal,4602,I,SI1
A15444,1.51,Ideal,14482,E,VS2
A15445,0.33,Ideal,804,F,VS2
A15446,0.32,Ideal,800,F,VVS2
A15447,1.03,Ideal,5241,G,SI1
A15448,0.34,Premium,689,I,VS1
A15449,0.3,Premium,684,G,VVS2
A15450,0.52,Premium,1815,G,VS1
A15451,0.9,Fair,2921,I,VS2
A15452,0.6,Premium,1196,D,SI2
A15453,1.21,Ideal,7589,D,SI1
A15454,0.33,Ideal,723,E,VS2
A15455,1.11,Ideal,5325,H,SI1
A15456,1.28,Ideal,8774,G,VS2
A15457,1,Premium,4077,E,SI2
A15458,1.3,Premium,10090,F,VS2
A15459,1.58,Ideal,11526,I,VVS1
A15460,0.34,Ideal,805,D,VS2
A15461,0.53,Ideal,1769,G,VS2
A15462,0.37,Premium,624,F,SI2
A15463,0.36,Premium,663,D,SI1
A15464,1.5,Very Good,8039,J,VS1
A15465,0.3,Good,421,H,SI1
A15466,0.38,Ideal,660,F,SI1
A15467,1.24,Ideal,10395,G,VVS2
A15468,0.83,Ideal,3207,D,SI2
A15469,0.4,Ideal,1200,G,VVS1
A15470,1.26,Premium,7903,D,SI1
A15471,0.7,Very Good,2928,D,VS2
A15472,0.3,Ideal,658,E,VS2
A15473,0.41,Very Good,932,G,VVS2
A15474,0.41,Good,891,F,VS1
A15475,1.01,Fair,4102,G,SI1
A15476,0.36,Ideal,667,F,SI1
A15477,0.24,Very Good,608,F,VVS1
A15478,0.31,Premium,1046,E,VVS2
A15479,2,Fair,14430,H,SI1
A15480,0.9,Good,3473,D,SI2
A15481,1.02,Premium,4688,H,SI1
A15482,0.7,Premium,2176,H,SI1
A15483,1.67,Premium,9625,H,SI2
A15484,1.58,Very Good,12459,H,VVS2
A15485,0.24,Very Good,552,F,VVS2
A15486,1.09,Ideal,8753,G,VVS2
A15487,0.52,Ideal,1694,E,VS2
A15488,1.05,Ideal,5352,I,VVS2
A15489,0.53,Premium,2514,E,VVS1
A15490,0.3,Very Good,504,H,SI1
A15491,1.2,Premium,6282,H,SI1
A15492,1.31,Premium,9891,G,VS1
A15493,1.03,Ideal,5595,F,SI1
A15494,0.51,Ideal,1765,F,VS1
A15495,1.25,Ideal,13623,F,VVS2
A15496,0.6,Ideal,2099,F,VS2
A15497,1.02,Very Good,4633,D,SI2
A15498,0.41,Ideal,1076,F,VS1
A15499,0.81,Very Good,2733,G,SI1
A15500,0.42,Very Good,847,G,VS2
A15501,1.72,Ideal,18431,G,VVS2
A15502,0.41,Ideal,1431,E,VVS1
A15503,1.05,Premium,8693,F,VVS2
A15504,0.41,Very Good,705,F,SI1
A15505,0.27,Very Good,439,G,VS1
A15506,0.55,Ideal,2079,E,VS1
A15507,1.74,Good,12032,H,SI1
A15508,1.51,Premium,11435,H,VS2
A15509,0.4,Ideal,654,G,SI2
A15510,0.48,Premium,1110,F,SI1
A15511,0.31,Premium,942,D,VS2
A15512,1,Premium,5544,F,SI1
A15513,0.73,Premium,2393,F,SI2
A15514,0.32,Good,524,E,SI1
A15515,0.71,Ideal,3245,D,VS2
A15516,0.32,Ideal,828,F,VS2
A15517,0.7,Premium,2822,F,VS2
A15518,1.19,Ideal,4998,I,SI1
A15519,0.51,Good,1549,D,VS2
A15520,0.71,Ideal,3710,F,VS1
A15521,0.51,Ideal,1875,G,VVS2
A15522,0.73,Very Good,2999,G,VS1
A15523,1.2,Premium,5712,I,SI1
A15524,1.51,Ideal,14542,G,VS1
A15525,0.53,Premium,2743,D,VS1
A15526,1.6,Ideal,8138,J,SI1
A15527,0.5,Very Good,1712,D,VS2
A15528,1.02,Good,3838,E,SI2
A15529,0.3,Premium,844,E,VS2
A15530,0.73,Ideal,3777,G,VVS2
A15531,1,Premium,5058,F,SI1
A15532,0.4,Premium,864,G,SI1
A15533,1.03,Ideal,4758,E,SI2
A15534,0.41,Ideal,1356,F,VVS1
A15535,1.03,Premium,5523,H,VS1
A15536,0.26,Very Good,545,G,VVS1
A15537,0.31,Premium,816,G,VVS1
A15538,0.5,Ideal,1370,H,VS1
A15539,0.91,Very Good,4759,E,VS2
A15540,1.54,Ideal,9171,J,VVS2
A15541,1.04,Ideal,4630,F,SI2
A15542,1.59,Very Good,10309,I,VS2
A15543,2.09,Ideal,15589,H,SI2
A15544,0.4,Ideal,1908,F,VVS1
A15545,0.44,Premium,772,G,SI1
A15546,1.15,Premium,5120,I,VS2
A15547,1,Ideal,4867,G,SI1
A15548,0.41,Good,705,E,SI1
A15549,0.4,Ideal,804,G,VS2
A15550,0.35,Ideal,829,D,VS2
A15551,1.25,Ideal,5706,H,SI2
A15552,1.02,Very Good,4370,G,SI2
A15553,0.25,Very Good,740,E,VVS2
A15554,1.01,Ideal,11767,D,VVS1
A15555,0.33,Premium,434,G,SI2
A15556,1.21,Very Good,7826,F,VS2
A15557,1.02,Very Good,6195,F,SI1
A15558,1.05,Ideal,7955,F,VS1
A15559,0.4,Ideal,629,E,SI2
A15560,0.22,Premium,404,D,VS2
A15561,0.3,Ideal,905,D,VVS1
A15562,0.51,Premium,1443,G,VS2
A15563,0.31,Premium,628,H,VS2
A15564,1.12,Very Good,5375,H,SI2
A15565,1.13,Premium,4360,F,SI2
A15566,0.72,Ideal,3417,H,VVS2
A15567,0.5,Very Good,1345,F,VS2
A15568,1.2,Ideal,5765,I,VS1
A15569,1.07,Premium,2260,I,I1
A15570,0.73,Ideal,2729,D,SI2
A15571,1.02,Very Good,4162,F,SI2
A15572,0.97,Very Good,3960,G,SI2
A15573,0.37,Ideal,572,F,SI2
A15574,0.81,Good,2534,H,SI1
A15575,1,Premium,2264,G,I1
A15576,0.7,Premium,2184,G,SI1
A15577,0.71,Ideal,2047,J,VS2
A15578,2,Premium,11108,H,SI2
A15579,0.52,Good,1199,E,SI2
A15580,1.29,Ideal,10614,G,VVS2
A15581,0.31,Good,446,H,SI1
A15582,0.33,Ideal,806,E,VS1
A15583,1,Very Good,6732,E,VS2
A15584,0.33,Ideal,579,H,VS1
A15585,0.43,Premium,867,G,VS2
A15586,0.31,Very Good,763,E,VVS1
A15587,0.33,Very Good,893,E,VVS2
A15588,0.39,Good,942,G,VS2
A15589,0.36,Ideal,1718,D,VVS1
A15590,0.5,Ideal,1617,E,SI1
A15591,1.5,Very Good,11863,D,SI1
A15592,1.02,Premium,4486,G,SI2
A15593,0.36,Very Good,789,E,VS2
A15594,1.22,Premium,7729,G,VS2
A15595,0.7,Very Good,1047,G,I1
A15596,1.02,Premium,4459,F,SI2
A15597,1.15,Premium,4186,F,SI2
A15598,1.76,Very Good,9898,I,SI2
A15599,0.31,Very Good,628,I,VS1
A15600,1.28,Ideal,6412,G,SI2
A15601,0.33,Premium,579,H,VS1
A15602,0.81,Ideal,3923,G,VS1
A15603,0.31,Very Good,583,F,VS2
A15604,1.13,Premium,5316,I,VS1
A15605,0.56,Ideal,1743,I,VVS1
A15606,0.53,Ideal,1353,H,VS2
A15607,0.31,Good,571,D,SI1
A15608,2.2,Premium,16190,I,SI2
A15609,1.04,Premium,6115,D,SI1
A15610,0.5,Very Good,1429,H,VS1
A15611,0.42,Ideal,1031,G,VVS2
A15612,0.54,Ideal,1605,G,VS2
A15613,1.14,Good,17499,D,IF
A15614,2.17,Ideal,17805,H,SI2
A15615,2.06,Premium,15393,I,VS1
A15616,0.54,Ideal,1814,F,VS1
A15617,1.54,Premium,7512,I,SI1
A15618,0.3,Ideal,605,H,VVS2
A15619,2.01,Premium,18206,I,VS1
A15620,0.5,Good,1690,E,VS1
A15621,0.81,Very Good,3314,H,VS1
A15622,1.11,Ideal,6962,H,VVS2
A15623,0.3,Ideal,694,F,VVS2
A15624,0.71,Very Good,3808,E,VVS1
A15625,0.54,Good,1112,E,SI2
A15626,0.56,Ideal,1723,F,VS2
A15627,0.52,Ideal,1815,E,VS2
A15628,1.01,Ideal,5599,E,SI1
A15629,0.32,Ideal,715,D,SI1
A15630,0.71,Very Good,3112,H,IF
A15631,0.31,Ideal,542,E,SI1
A15632,0.91,Very Good,4823,E,VS2
A15633,1.52,Premium,8737,D,SI2
A15634,0.42,Ideal,1179,G,VVS1
A15635,0.41,Very Good,683,H,SI1
A15636,0.35,Ideal,522,D,SI2
A15637,0.32,Ideal,758,D,VS2
A15638,0.32,Ideal,707,G,VS1
A15639,1.01,Ideal,10954,E,VVS1
A15640,1.22,Fair,4099,I,SI1
A15641,0.3,Ideal,461,F,SI1
A15642,2,Good,13542,J,VS2
A15643,2.09,Ideal,17999,I,VS2
A15644,0.39,Ideal,805,I,VVS1
A15645,0.25,Very Good,548,E,VVS1
A15646,0.32,Very Good,624,F,VS2
A15647,0.31,Premium,698,G,VS2
A15648,0.52,Ideal,1712,E,VS2
A15649,0.7,Premium,2492,F,SI1
A15650,0.24,Very Good,608,E,VVS2
A15651,1.61,Premium,9961,I,VS1
A15652,0.36,Ideal,852,I,IF
A15653,1.13,Ideal,12261,D,VVS2
A15654,0.72,Ideal,2530,I,VVS2
A15655,0.51,Ideal,1597,D,VS2
A15656,0.24,Ideal,559,G,VVS1
A15657,0.5,Good,1286,G,SI1
A15658,1.59,Premium,17393,E,VS1
A15659,0.3,Premium,709,I,VVS1
A15660,0.73,Ideal,2215,I,SI1
A15661,0.3,Premium,658,E,VS2
A15662,0.33,Premium,579,I,VVS2
A15663,0.3,Ideal,608,I,VS1
A15664,1.59,Premium,7953,J,VS2
A15665,1.21,Good,4192,J,SI2
A15666,1.5,Premium,10428,G,SI1
A15667,1.14,Ideal,6753,H,VS2
A15668,0.85,Very Good,4211,D,VS2
A15669,0.42,Very Good,710,F,SI2
A15670,1.25,Premium,8736,G,VS1
A15671,0.33,Ideal,752,G,VVS2
A15672,2.02,Fair,9095,J,SI2
A15673,1.7,Ideal,10853,F,SI1
A15674,1.23,Ideal,10646,G,VVS2
A15675,1.04,Ideal,9115,F,VVS2
A15676,1.31,Premium,9296,G,VS2
A15677,0.5,Ideal,2206,E,VVS2
A15678,0.8,Very Good,2481,H,SI2
A15679,1.01,Very Good,7037,F,VS2
A15680,0.51,Ideal,1656,E,VS2
A15681,0.3,Ideal,552,I,VVS1
A15682,0.34,Ideal,974,G,IF
A15683,3.02,Fair,10577,I,I1
A15684,1.76,Ideal,14065,I,VVS2
A15685,1.16,Premium,3787,F,SI2
A15686,1.67,Ideal,13063,H,VS2
A15687,0.53,Very Good,1227,E,SI2
A15688,0.42,Very Good,910,D,VS2
A15689,0.27,Very Good,591,E,VVS1
A15690,1.25,Very Good,7525,H,VS2
A15691,0.34,Premium,1033,D,VS2
A15692,1.22,Premium,7059,F,SI1
A15693,2.01,Premium,12829,I,SI1
A15694,0.26,Ideal,769,E,VVS1
A15695,0.35,Ideal,923,G,VS1
A15696,1.69,Ideal,11843,G,SI1
A15697,0.36,Very Good,865,H,IF
A15698,1.7,Premium,9901,J,VS2
A15699,0.7,Premium,2717,F,VS2
A15700,0.4,Premium,900,G,SI1
A15701,0.54,Ideal,2356,F,VVS1
A15702,0.72,Very Good,2028,J,VS2
A15703,0.5,Premium,1752,D,VS2
A15704,0.5,Premium,1415,E,SI1
A15705,1.27,Fair,5334,H,SI2
A15706,1.01,Very Good,8797,E,VVS2
A15707,0.37,Good,533,H,SI1
A15708,0.7,Premium,1999,H,SI2
A15709,1.19,Premium,5464,I,SI1
A15710,1.1,Ideal,4733,H,SI2
A15711,0.31,Premium,942,E,VS1
A15712,0.3,Premium,526,H,VS1
A15713,0.32,Ideal,647,G,SI1
A15714,1.7,Ideal,10333,H,VS2
A15715,1.01,Very Good,4355,E,SI2
A15716,0.51,Very Good,2005,G,VVS1
A15717,1.07,Premium,6471,G,VS2
A15718,2.02,Very Good,17658,F,SI1
A15719,0.43,Ideal,760,E,SI1
A15720,0.71,Premium,2839,F,VS1
A15721,2.02,Fair,15695,H,SI1
A15722,0.34,Premium,765,H,VS1
A15723,1.24,Premium,10202,G,VVS2
A15724,0.71,Very Good,1930,J,VS2
A15725,1.75,Very Good,10727,H,SI2
A15726,2.01,Premium,11635,H,SI2
A15727,0.35,Ideal,990,D,VS1
A15728,0.31,Ideal,635,I,IF
A15729,0.38,Ideal,1173,D,VVS1
A15730,1.08,Ideal,3849,I,SI2
A15731,1,Ideal,4077,E,SI2
A15732,0.55,Very Good,1551,G,VS2
A15733,0.32,Ideal,628,H,VVS2
A15734,0.32,Premium,1020,E,VVS1
A15735,0.52,Fair,1030,J,VS2
A15736,0.3,Premium,506,J,VS1
A15737,1.01,Premium,4497,F,SI2
A15738,1.42,Good,9542,F,VS2
A15739,0.97,Ideal,2370,J,I1
A15740,1.5,Very Good,12196,G,VS2
A15741,2,Good,15393,E,SI2
A15742,1.5,Very Good,6987,J,SI1
A15743,2,Very Good,11510,J,SI2
A15744,0.7,Ideal,2237,F,SI2
A15745,0.4,Ideal,907,E,SI1
A15746,0.3,Very Good,789,H,IF
A15747,1.01,Good,4912,E,SI1
A15748,0.4,Premium,1050,F,VS1
A15749,0.53,Ideal,1607,H,VS1
A15750,0.32,Good,421,F,SI2
A15751,0.73,Ideal,3378,H,IF
A15752,1.51,Ideal,14414,F,VS2
A15753,1.02,Very Good,5038,F,SI1
A15754,0.72,Very Good,2401,E,SI2
A15755,0.35,Ideal,829,D,VS2
A15756,0.4,Premium,842,F,VS2
A15757,0.31,Premium,789,E,VVS1
A15758,0.7,Ideal,3840,D,VS1
A15759,0.41,Ideal,1376,D,VVS1
A15760,0.4,Ideal,882,F,SI1
A15761,0.31,Premium,625,F,VS2
A15762,0.57,Premium,941,J,SI2
A15763,0.41,Ideal,1076,D,VS2
A15764,1.01,Very Good,9955,E,VS1
A15765,0.38,Ideal,929,G,VVS2
A15766,0.78,Ideal,2456,J,VS2
A15767,0.5,Ideal,1449,G,VS2
A15768,1.08,Ideal,6411,H,VS2
A15769,0.91,Very Good,3169,J,SI2
A15770,0.9,Premium,4505,D,VS2
A15771,0.33,Premium,781,D,VS2
A15772,0.51,Ideal,3197,E,VVS1
A15773,1.02,Premium,6505,G,VS1
A15774,1.93,Very Good,13278,I,SI1
A15775,1.58,Ideal,10546,H,SI1
A15776,0.29,Very Good,504,E,VS1
A15777,0.9,Very Good,3250,H,SI2
A15778,1.22,Fair,3763,G,SI2
A15779,0.3,Ideal,499,F,SI1
A15780,0.31,Ideal,627,E,VS2
A15781,0.32,Premium,505,H,VS2
A15782,1.01,Very Good,4153,J,SI1
A15783,0.31,Ideal,907,H,VVS1
A15784,0.52,Very Good,1689,G,VS1
A15785,1.01,Good,3546,E,SI2
A15786,0.5,Good,1348,E,VS2
A15787,2.06,Very Good,9789,F,I1
A15788,0.71,Good,2251,G,SI1
A15789,0.7,Very Good,2593,F,VS2
A15790,1.51,Ideal,11856,H,VS1
A15791,0.46,Premium,1035,E,SI1
A15792,1.01,Ideal,9310,E,VVS2
A15793,2.01,Premium,12048,J,SI2
A15794,1.01,Premium,4853,G,VS1
A15795,0.41,Good,654,E,SI1
A15796,0.31,Ideal,687,H,VVS1
A15797,0.54,Ideal,1754,E,VS2
A15798,1.3,Ideal,8915,H,VS1
A15799,0.32,Ideal,477,D,SI2
A15800,0.38,Very Good,1000,E,VS1
A15801,1.2,Ideal,3763,H,I1
A15802,1,Good,3858,F,SI2
A15803,0.3,Ideal,984,G,VS2
A15804,0.31,Ideal,583,F,VS2
A15805,0.3,Ideal,911,D,VS2
A15806,0.23,Very Good,530,D,VVS2
A15807,0.57,Ideal,2257,E,SI1
A15808,1.09,Premium,5677,H,VS2
A15809,0.3,Ideal,540,I,VVS1
A15810,0.31,Very Good,698,E,SI1
A15811,0.3,Very Good,742,E,VVS2
A15812,1.5,Very Good,8974,I,VS2
A15813,1.5,Very Good,13379,G,VS1
A15814,1,Premium,4586,F,SI1
A15815,0.78,Ideal,2706,G,SI2
A15816,0.3,Ideal,945,G,VVS1
A15817,1.24,Ideal,5866,I,SI2
A15818,1,Very Good,6208,G,VS2
A15819,0.9,Very Good,2199,F,I1
A15820,0.3,Ideal,863,G,IF
A15821,1.06,Premium,7123,E,VS2
A15822,0.42,Ideal,1024,E,VS2
A15823,0.3,Ideal,670,D,VS2
A15824,0.47,Ideal,2460,D,VVS1
A15825,0.32,Ideal,758,E,VS1
A15826,2.04,Very Good,14527,I,SI2
A15827,0.31,Very Good,435,E,SI2
A15828,0.4,Ideal,666,E,SI2
A15829,0.35,Ideal,906,F,VS2
A15830,1.66,Ideal,10338,F,SI2
A15831,1.36,Ideal,11132,F,VS1
A15832,0.23,Very Good,530,D,VVS2
A15833,0.24,Very Good,449,H,VVS1
A15834,1.51,Good,9116,I,VS2
A15835,0.54,Very Good,1653,F,VS1
A15836,1.1,Ideal,12748,E,VVS1
A15837,1.34,Ideal,7016,I,VS1
A15838,0.31,Ideal,872,E,VS2
A15839,1,Premium,5488,D,SI1
A15840,0.31,Ideal,949,D,VVS1
A15841,1.73,Premium,12770,D,SI1
A15842,1.01,Ideal,7366,G,VVS2
A15843,0.84,Very Good,2813,E,SI1
A15844,0.31,Good,628,I,VS1
A15845,0.32,Ideal,491,F,SI1
A15846,0.43,Premium,1129,D,VS2
A15847,0.32,Premium,828,F,VS2
A15848,0.5,Premium,1654,F,VS2
A15849,0.9,Good,3976,G,VS2
A15850,2.4,Ideal,18374,H,SI2
A15851,0.32,Very Good,561,E,SI1
A15852,0.32,Ideal,652,F,VS1
A15853,1.04,Good,3204,J,SI2
A15854,0.9,Very Good,3481,H,SI2
A15855,1.01,Very Good,4563,E,SI1
A15856,1.2,Very Good,6713,H,VS1
A15857,0.45,Good,1127,G,VS1
A15858,0.32,Ideal,561,I,VVS2
A15859,1.03,Premium,7718,D,VS2
A15860,0.38,Ideal,1270,D,VVS1
A15861,0.52,Very Good,1276,E,SI1
A15862,0.72,Ideal,2650,I,VS2
A15863,1.07,Ideal,8491,G,VVS2
A15864,0.35,Ideal,830,F,VVS2
A15865,0.32,Ideal,648,H,VS2
A15866,0.72,Very Good,2294,D,SI2
A15867,1.1,Very Good,4235,I,SI1
A15868,0.7,Premium,2218,D,SI1
A15869,0.7,Ideal,2541,H,VVS1
A15870,0.32,Premium,684,J,IF
A15871,0.6,Very Good,1777,D,SI1
A15872,0.5,Premium,1332,F,SI1
A15873,1.53,Ideal,7240,G,SI2
A15874,1.51,Very Good,10891,E,SI1
A15875,0.71,Ideal,3061,G,SI1
A15876,1.01,Good,6330,F,VS2
A15877,0.79,Very Good,3827,E,VS1
A15878,0.43,Ideal,1062,E,VVS2
A15879,0.32,Ideal,702,E,VS2
A15880,0.42,Very Good,687,G,SI1
A15881,0.24,Very Good,419,E,VS2
A15882,0.38,Ideal,898,H,VVS2
A15883,0.32,Ideal,758,E,VS1
A15884,0.35,Ideal,756,G,VVS2
A15885,2.27,Premium,14362,I,SI1
A15886,2.17,Premium,13248,H,SI1
A15887,0.91,Premium,3958,D,SI2
A15888,0.53,Ideal,2259,F,VVS2
A15889,1.74,Very Good,16169,G,VS2
A15890,0.31,Very Good,544,G,VS2
A15891,0.32,Ideal,612,D,SI2
A15892,0.71,Very Good,3113,G,VVS2
A15893,0.72,Good,2446,F,SI1
A15894,0.26,Ideal,417,I,VS1
A15895,1.22,Ideal,5226,I,SI2
A15896,0.51,Very Good,1895,G,VVS2
A15897,1.21,Ideal,5707,J,VS2
A15898,1.54,Premium,15185,E,VS2
A15899,0.71,Very Good,2764,D,SI1
A15900,0.32,Ideal,720,H,VS1
A15901,0.24,Very Good,485,E,VVS2
A15902,0.32,Very Good,645,G,VS1
A15903,0.31,Ideal,766,F,IF
A15904,0.5,Ideal,1865,G,VVS1
A15905,0.57,Ideal,1955,D,VS2
A15906,0.7,Ideal,2662,F,SI1
A15907,0.96,Ideal,3945,G,SI2
A15908,0.37,Ideal,649,E,SI1
A15909,0.5,Ideal,1118,F,SI2
A15910,0.31,Ideal,821,F,IF
A15911,0.3,Ideal,640,E,SI1
A15912,1.09,Premium,5127,E,SI2
A15913,2.01,Good,18561,H,VS2
A15914,1.14,Premium,6320,F,SI1
A15915,1.1,Ideal,4390,J,SI1
A15916,0.78,Ideal,2616,H,SI1
A15917,0.34,Premium,686,F,VS2
A15918,1.52,Ideal,10851,I,VS1
A15919,1.01,Fair,2942,G,SI2
A15920,0.35,Ideal,1312,F,IF
A15921,0.52,Ideal,1689,E,VS2
A15922,1.01,Good,4480,E,SI1
A15923,0.32,Ideal,918,G,IF
A15924,0.97,Good,3717,J,VS2
A15925,1.65,Premium,9314,H,VS1
A15926,0.79,Premium,2370,H,SI2
A15927,0.43,Ideal,1046,I,IF
A15928,1.1,Premium,4829,E,SI2
A15929,0.9,Ideal,3578,H,SI2
